link,name,season,birthdate,hometown,occupation,player_description
/wiki/Patrick_Bolton,Patrick Bolton,Survivor: Heroes vs. Healers vs. Hustlers,"March 6, 1992 (1992-03-06) (age 31)[1]","Auburn, Alabama",Small Business Owner,"
Age: 24
Hometown: Lanett, Ala.
Current Residence: Auburn, Ala.
Occupation: Small Business Owner
Hobbies: Traveling to new places, snow and water skiing, and fishing.
Pet peeves: Don't leave dishes in the sink. Pay me my money when it is due.
Three words to describe you: Persistent, playful, and thankful.
What's your personal claim to fame? Sustaining our business, Bolt Movers, and my sanity even through its tough times. Starting and running a new business puts you through stressful situations, but my family and friends have always kept me going strong.
Who or what is your inspiration in life? My hero is my dad. He has been there for me and has supported me through everything! He has never let me down. I value the consistency, candor, love, and honesty that he shows to me and others. He has always set a good example for me and he leads by his actions. I would not have gotten where I am today without him! I give him a lot of credit for who I am today! I am thankful God has blessed me with a wonderful father and a great family.
If you could have three things on the island, what would they be and why? Teriyaki Sauce. Everything tastes better with teriyaki sauce. Next would be Takis (hot chili and lime flavor) because they are amazing and finally a pen and pad to document each play that made me Sole Survivor.
Which Survivor contestant are you most like? Joe from Season 30. He was a nice guy and knew how to use his social skills to make friends in the game. When he was backed against a wall, he fought as hard as he could to win every individual immunity and save himself. He wasn't a quitter and neither am I!
What's your reason for being on Survivor? My primary motivation is to win a million dollars! I'm a businessman and this is a business trip!
Why do you think you'll ""survive"" Survivor? I believe that I can withstand the challenges in every facet. I can solve puzzles, work well with my team, strategize, and in most cases beat out my competitors with my endurance. I can take on the outdoor elements, I can fish, I can build a shelter, and probably start a fire. I am good at bonding with others and communicating to create friendship and strategies so that my team will not want to eliminate me. I will be too valuable to get rid of, but will not outperform to look like a threat.[3]

"
/wiki/Alan_Ball,Alan Ball,Survivor: Heroes vs. Healers vs. Hustlers,"March 29, 1985 (1985-03-29) (age 38)[1]","Houston, Texas",NFL Player,"
Age: 31
Hometown: Detroit, Mich.
Current Residence: Houston, Texas
Occupation: NFL Player
Hobbies: Golf, scuba diving, and riding my motorcycle.
Pet peeves: I can't stand liars or people who feel entitled. I also can't do clutter and people who don't clean up after themselves.
Three words to describe you: Intelligent, athletic, and clever.
What's your personal claim to fame? Being a seventh round draft pick and grinding for nine years in the NFL.
Who or what is your inspiration in life? My parents. They are my best friends. I respect them both for their work ethic, and everything they instilled in me. My parents have been married for 30+ years and I know that takes work.
If you could have three things on the island, what would they be and why? Hot sauce because it makes everything better, a picture of my wife because sometimes just looking at her changes my mood, and baby wipes!
Which Survivor contestant are you most like? I honestly don't think you will see gameplay like mine; one of the only things I have in common with people on past seasons is there was a winner.
What's your reason for being on Survivor? Playing football has fed my drive to compete physically for a long time. Of course there are mental aspects but I feel like this is competing mentally, physically, and strategically. I also want to win on my own merit—no coaches, no practice—just me winning outside of something I've done for years.
Why do you think you'll ""survive"" Survivor? Everything I've accomplished I've had to scratch and claw at it. I've never been given anything or put in situations to succeed. My life has always been about proving people wrong and I feed on that, here is another shot.[2]

"
/wiki/Roark_Luskin,Roark Luskin,Survivor: Heroes vs. Healers vs. Hustlers,"November 30, 1989 (1989-11-30) (age 34)","Santa Monica, California",Social Worker,"
Age: 27
Hometown: Palo Alto, Calif.
Current Residence: Santa Monica, Calif.
Occupation: Social Worker
Hobbies: Falling into Bachelor social media black holes, listening to the Uhh Yeah Dude podcast, reading Yelp reviews of generic businesses, like my local Starbucks.
Pet peeves: Name something. It probably peeves me.
Three words to describe you: Sarcastic, focused, and intelligent.
What's your personal claim to fame? I've had a photo taken of me every single day of my life.
Who or what is your inspiration in life? Beyonce's daughter, Blue Ivy.
If you could have three things on the island, what would they be and why? Toilet paper, because duh, Kalteen bars, because butter isn't a carb, and moisturizer, because my skin has a tendency to get dry.
Which Survivor contestant are you most like? If Sophie Clarke and Courtney Yates found a way to have a child I would be the result.
What's your reason for being on Survivor? Clearly there is something wrong with me.
Why do you think you'll ""survive"" Survivor? With a few exceptions, people usually like me. I am great at compartmentalizing, so I'll have the ability to form genuine connections with people, but I'm not one to lose sight of why I'm on Survivor—to be the winner.[1]

"
/wiki/Ali_Elliott,Ali Elliott,Survivor: Heroes vs. Healers vs. Hustlers,"November 13, 1992 (1992-11-13) (age 31)[1]","Los Angeles, California",Celebrity Assistant,"
Age: 24
Hometown: Eastvale, Calif.
Current Residence: Los Angeles, Calif.
Occupation: Celebrity Assistant
Hobbies: Working out, shopping, and sharing cool photos on social media.
Pet peeves: I have tons of pet peeves. I hate busy parking lots and I also despise traffic. Living in LA has raised my blood pressure to all of this.
Three words to describe you: Vivacious, ambitious, and smart.
What's your personal claim to fame? I would say my diploma.
Who or what is your inspiration in life? Jesus.
If you could have three things on the island, what would they be and why? A mirror of course to see if I was looking good and I could possibly use the reflection to help make fire, my Bible since it would help keep me sane and tampons—they never bring up periods on Survivor but I do believe that would be an issue I wouldn't want to deal with.
Which Survivor contestant are you most like? I would say Andrea, because I know I will be a competition beast.
What's your reason for being on Survivor? My primary motivation would be to see if I am even capable.
Why do you think you'll ""survive"" Survivor? I am a pretty well-rounded individual and feel I can excel at the social, physical, and mental aspects of Survivor. My time is now![2]

"
/wiki/Jessica_Johnston,Jessica Johnston,Survivor: Heroes vs. Healers vs. Hustlers,"April 5, 1987 (1987-04-05) (age 36)[1]","Louisville, Kentucky",Nurse Practitioner,"
Age: 29
Hometown: Cape Girardeau, Mo.
Current Residence: Louisville, Ky.
Occupation: Nurse Practitioner
Hobbies: Personal training and all things outdoors and fun.
Pet peeves: Any and all can openers—they just don't work.
Three words to describe you: Tenacious, congenial, and adventurous.
What's your personal claim to fame? Obtaining my doctorate in Nursing before the age of 28 and creating a health and wellness brand ""Belovist.""
Who or what is your inspiration in life? Cliché – My parents. They both have devoted their lives to helping others. They have worked hard and excelled in education and careers—showing me that hard work pays off. They have shown me what true love means as well as the value of family and having a relationship with Christ. Even in my adult life, I remember the wisdom and lessons they've taught me while growing up, and it keeps this scattered mind of mine on point! They are my biggest fans, and I am theirs.
If you could have three things on the island, what would they be and why? First it would be baby powder because it makes my hair do incredible things and brightens up the face. It's like taking a powder bath! Next would be a swiss army knife so I can cut things like wood, food, and clothes. Finally, a fishing pole because this girl likes to eat!
Which Survivor contestant are you most like? Probably Andrea Boehlke. One of my biggest personality strengths is being likeable and able to entertain a crowd! I can relate to thinking that the world is at my fingertips, but really I don't like to compare myself to others. I just try to be my best self!
What's your reason for being on Survivor? I'm looking for the time of my life! Of course the money, adventure, and opportunities to challenge myself physically, emotionally, and spiritually in ways that I haven't been challenged before.
Why do you think you'll ""survive"" Survivor? I am extremely physically and mentally resilient as well as disciplined. I am driven by failures, challenges, and goals. I don't react solely on ""good feelings."" When I sense there is something to be accomplished, my Type A personality comes out! In the same breath, my sanguine personality always stands out as being a super-social optimist, which will give me favor with the other players. I could win Miss Congeniality of Survivor if there was such an award![2]

"
/wiki/Desi_Williams,Desi Williams,Survivor: Heroes vs. Healers vs. Hustlers,"June 14, 1989 (1989-06-14) (age 34)[1]","Newport News, Virginia",Phyiscal Therapist,"
Age: 27
Hometown: Peachtree City, Ga.
Current Residence: Newport News, Va.
Occupation: Physical Therapist
Hobbies: Traveling the world, participating in pageants, and going to the gym.
Pet peeves: I can't stand people who are all talk. I work my butt off every day so I have little patience for laziness. I expect to see results and have no problem calling someone out if they don't deliver.
Three words to describe you: Congenial, forthright, and unremitting.
What's your personal claim to fame? I became an assistant professor at the age of 26 and a program director at the age of 27. They don't just hand out those titles to anyone.
Who or what is your inspiration in life? My grandmother. A survivor of the Great Depression, the civil right's movement, a divorce, and her second husband's fatal illness, she demonstrated unmatched resilience, resolve, and compassion. But above all, she played as hard as she worked and literally lived each day to the fullest. In honor of her legacy, I attempt to live my life without regrets.
If you could have three things on the island, what would they be and why? First would be Chapstick because there's nothing sexy or seductive about cracked lips (arguably, this could be survival related since it would hinder my ability to seduce the opposite sex). Second would be an unlimited supply of food because I've seen the show and those people get hangry quick! Finally, a masseuse because I love being pampered.
Which Survivor contestant are you most like? Tasha from Season 28. Though Tasha was casted for the ""brains"" tribe, she had the social skills of the beauty tribe and certainly the strength of the brawn tribe. She played a good game and was undoubtedly a fierce, physical competitor. I was able to relate to Tasha because I also think I'll be a physical, social, and cognitive threat.
What's your reason for being on Survivor? Winning one million dollars! Professionally and personally, I don't love where I am and would be so grateful for a clear path out. I've also told the people close to me that I'd love to spend some time living out of a backpack, traveling, and showering only a few times a week... so being on Survivor would be a dream come true.
Why do you think you'll ""survive"" Survivor? Charm, wit, beauty, mental fortitude, physical strength—all of these traits and more will ensure I'm the Sole Survivor. Already in good shape, I will show up on the island the strongest, quickest, most powerful and agile I've ever been. Borrowing from my childhood love of puzzles and games or logic and strategy, my mental sharpness will be at its peak. A natural academician, I will arrive having not only watched, but studied the game. If you combine those traits with my will to win and my expertise in gaining feigned camaraderie, I'm nearly unbeatable.[2]

"
/wiki/Cole_Medders,Cole Medders,Survivor: Heroes vs. Healers vs. Hustlers,"September 18, 1992 (1992-09-18) (age 31)[1]","Little Rock, Arkansas",Wilderness Therapy Guide,"
Age: 24
Hometown: Little Rock, Ark.
Current Residence: Little Rock, Ark.
Occupation: Wilderness Therapy Guide
Hobbies: Rock climbing, mountaineering, and backpacking.
Pet peeves: I can't stand lazy people who shirk responsibility.
Three words to describe you: Unreserved, dauntless, and flirtatious.
What's your personal claim to fame? I have climbed the two tallest peaks in the Western Hemisphere—Denali and Acacongua.
Who or what is your inspiration in life? Tommy Coldwell—this man is a professional climber who lost his ring finger and has a family. This man has it all just by pursuing his passions. His motto is ""no excuses.""
If you could have three things on the island, what would they be and why? Weights to work out every day, a giant box of Legos for endless possibilities of fun, and a beach volleyball set because I could destroy everyone at it.
Which Survivor contestant are you most like? Spencer from Season 28. He came across as a nerd or just a little awkward but he ended up being really dominant in challenges and in the mental/social game and that's how I see myself.
What's your reason for being on Survivor? Of course the money would be incredible but I honestly think having the title of Sole Survivor is the ultimate accomplishment for an outdoorsman like me.
Why do you think you'll ""survive"" Survivor? I have the kind of mental fortitude and strength it takes to survive. I have the kind of fearlessness and problem solving skills it takes and I have the smarts. No one will come close to being as well rounded as I am.[2]

"
/wiki/JP_Hilsabeck,JP Hilsabeck,Survivor: Heroes vs. Healers vs. Hustlers,"June 22, 1988 (1988-06-22) (age 35)[1]","Los Angeles, California",Firefighter,"
Age: 28
Hometown: Los Angeles
Current Residence: Los Angeles
Occupation: Firefighter
Hobbies: Surfing, hiking, and outdoor activities.
Pet peeves: People that don't follow through.
Three words to describe you: Outgoing, adventurous, and romantic.
What's your personal claim to fame? Being hired as a firefighter and having a good group of friends that I can count on.
Who or what is your inspiration in life? My dad because he showed me that hard work and the right mindset can get you anywhere in life. Never quit and never give up.
If you could have three things on the island, what would they be and why? My dog Thor because he's my best friend, a GoPro for the adventure photos, and a picture of my family and friends to keep me inspired because I wouldn't be where I am today without them.
Which Survivor contestant are you most like? Jay because he was outgoing, fun, and was just down to earth.
What's your reason for being on Survivor? The experience, adventure, and the chance to win the million dollars.
Why do you think you'll ""survive"" Survivor? After watching the show, I always told myself ""I could do that!"" I love being outdoors and in the elements but most of all, it's the challenges and adventure that I thrive off most. You not only have to be athletic but smart and able to read people. As a firefighter, I feel that gives me an advantage. When we go on medical calls we have to pick apart the problem and figure out what's wrong so we can treat the patient. I feel that with my athletic ability and personality, I will be the final Survivor![2]

"
/wiki/Joe_Mena,Joe Mena,Survivor: Heroes vs. Healers vs. Hustlers,"March 15, 1983 (1983-03-15) (age 40)[1]","Tolland, Connecticut",Probation Officer,"
Age: 34
Hometown: Bronx, N.Y.
Current Residence: Tolland, Conn.
Occupation: Probation Officer
Hobbies: Working out, playing video games (fantasy football), and playing sports (flag football).
Pet peeves: My biggest pet peeve is that fake energetic, fake smile, person that we all know. Also, someone who does not take responsibility for their actions, and is constantly giving excuses. Let's not forget that individual that must have one up on you.
Three words to describe you: Real, confident, and energetic.
What's your personal claim to fame? Obtaining my degree. This is something I'm proud of because it has given me the opportunity to secure my career and that has given me the lifestyle where I have the ability to provide my children with their wants, needs, and a lovely home that they can call their own. Without my degree, I wouldn't have been able to accomplish this.
Who or what is your inspiration in life? A hero is someone who is noble and will not let you down. My sisters are my heroes—they are noble, loyal, and love me unconditionally.
If you could have three things on the island, what would they be and why? Me, myself, and a picture of my children. I don't think I would need anything but a picture of my children. A picture would provide me with a tangible image of them instead of just a mental image.
Which Survivor contestant are you most like? Tony Vlachos' understanding of how to manipulate others, Mike Holloway's ""ball to the walls"" attitude, and Jeremy Collins' ability to stay true to himself.
What's your reason for being on Survivor? Mo money baby! Of course the million dollars. I play ""survivor"" 40 hours a week at work. It would take me 10 plus years to earn a million dollars at my current work rate. Why not speed up the process and make a million in six weeks? It's a no brainer. In addition, I always tell my son that he needs to give 100 percent in everything he does. I'm constantly telling him ""go hard or go home."" I just want him to see that what I preach, I also apply to myself.
Why do you think you'll ""survive"" Survivor? I can relate to people from all paths of life, I work in a diverse community with diverse backgrounds in age, religion, and social status. I can converse with anyone about anything. With these stories, I'll be able to manipulate individuals and my surroundings. I'm a likable, outspoken, and natural in most things I do. Nothing I do feels forced or uncomfortable. I'm well aware of my strengths and weaknesses. I'm not going to Survivor for vacation or fame. I'm not going to be away from my children for six weeks and come back empty handed. I can win this and I am confident I can.[2]

"
/wiki/Lauren_Rimmer,Lauren Rimmer,Survivor: Heroes vs. Healers vs. Hustlers,"March 6, 1982 (1982-03-06) (age 41)[1]","Beaufort, North Carolina",Fisherman,"
Age: 35
Hometown: Beaufort, N.C.
Current Residence: Beaufort, N.C.
Occupation: Fisherman
Hobbies: Softball, traveling, and gardening. And anything to do with a boat.
Pet peeves: Laziness, low work ethic, and people who are not organized.
Three words to describe you: Outgoing, adventurous, and easygoing.
What's your personal claim to fame? My daughter. She is determined, smart, and my driving force.
Who or what is your inspiration in life? My mother is my hero because I have seen her struggle my entire life to make sure that I had everything I needed. She has taught me to be a strong, independent woman with morals and a high determination to overcome any struggle that may come my way.
If you could have three things on the island, what would they be and why? First would be a picture of my daughter to have determination every day. Next would be a toothbrush because I want clean teeth. And finally, sunglasses for comfort since I wear them every day. I am in the sun all day and my eyes cannot take the constant exposure.
Which Survivor contestant are you most like? None of them. I always try to do things differently than other people.
What's your reason for being on Survivor? I want to test myself and to see what I am made of after all of these years of having to survive for myself in real life. I would put my years of hard work to use. Also, getting to travel to exotic locations which is normally unattainable to me.
Why do you think you'll ""survive"" Survivor? I have always been a survivor and everything I have obtained was through perseverance, personal risk (through all climate and weather conditions), hard work and working with the public. I have always put myself on the line and always will.[2]

"
/wiki/Ashley_Nolan,Ashley Nolan,Survivor: Heroes vs. Healers vs. Hustlers,"September 17, 1990 (1990-09-17) (age 33)[1]","Satellite Beach, Florida",Lifeguard,"
Age: 26
Hometown: Satellite Beach, Fla.
Current Residence: Satellite Beach, Fla.
Occupation: Lifeguard
Hobbies: Surfing, working out, training, and eating.
Pet peeves: Ignorance, laziness, and complainers.
Three words to describe you: Impressive, tough, and hilarious.
What's your personal claim to fame? Just about as well rounded as any woman could be. I'll be just one of the guys—out saving lives, working out, and cracking jokes all day and then all of the sudden I can put myself together into a well-spoken lady who can charm your socks off and still kick butt.
Who or what is your inspiration in life? This whole world inspires me. Everywhere you look there is opportunity to make a change for the better and to really go out there and live the exact life you want to live. People get so caught up in the day to day that they forget that in each of us is the power to change. The way I see it, there's nothing stopping anyone who wants something bad enough from going out and making it happen; and if that thing doesn't work out, you learn, you grow, and you move on.
If you could have three things on the island, what would they be and why? A surfboard to keep me sane, headphones to tune out other people's complaining, and a journal to secretly document everything and tactically plan how to use it against others.
Which Survivor contestant are you most like? Richard Hatch seemed to have the right idea, and because he won. I am a winner.
What's your reason for being on Survivor? Life is WAY too short to not say YES to everything. My dad and I have wanted me to be on Survivor since Season 1—and I finally decided that I should stop messing around and go out and win a million bucks for myself and the family. I get super anxious when life starts to settle too much so I really needed another curve ball in life to mix things up a bit and this is certainly it.
Why do you think you'll ""survive"" Survivor? If you're not first, you're last—and I refuse to be last. I have never given up or settled for second best at anything in my life. I know that my body is capable of way more than the average human and mentally I have the strong will, stubbornness, and confidence to ensure that I will be there at the end. Being the Sole Survivor is what is meant for my life next.[2]

"
/wiki/Mike_Zahalsky,Mike Zahalsky,Survivor: Heroes vs. Healers vs. Hustlers,"September 11, 1973 (1973-09-11) (age 50)[1]","Parkland, Florida",Urologist,"
Age: 43
Hometown: Parkland, Fla.
Current Residence: Parkland, Fla.
Occupation: Urologist
Hobbies: Archery, watching Game of Thrones, and fishing.
Pet peeves: Double dipping because I am a germaphobe.
Three words to describe you: Intelligent, enthusiastic, and determined.
Who or what is your inspiration in life? My wife and my children inspire me to be a better version of myself every day.
If you could have three things on the island, what would they be and why? A photo of my kids because I love them, a deck of cards to play with, and an extra pair of underwear.
Which Survivor contestant are you most like? Boston Rob—because he was smart and socially strategic.
What's your reason for being on Survivor? To teach my kids to follow their dreams wherever they take you. When opportunity comes knocking, answer the door.
Why do you think you'll ""survive"" Survivor? I've been a fan since Season 1 so I understand how the game has changed. I am smart, I am strategic, and I am social. People will be hugging me as I vote them off.[2]

"
/wiki/Devon_Pinto,Devon Pinto,Survivor: Heroes vs. Healers vs. Hustlers,"March 6, 1993 (1993-03-06) (age 30)[1][2]","Solana Beach, California",Surf Instructor,"
Age: 23
Hometown: Carlsbad, Calif.
Current Residence: Solana Beach, Calif.
Occupation: Surf Instructor
Hobbies: Surfing, yoga, and playing music.
Pet peeves: Selfishness, complaining, and narrow mindedness.
Three words to describe you: Confident, optimistic, and joyful.
What's your personal claim to fame? I am most proud of the man I have become today from being on my own since graduating high school, accomplishing the things I have, and living wild experiences.
Who or what is your inspiration in life? My parents are my heroes. They were young parents at the age of 22 and yet they managed to stay together and be there for my siblings and I throughout all these years.
If you could have three things on the island, what would they be and why? My guitar so I can serenade everyone, my surfboard so I can pass the time riding perfect untouched waves, and champagne to celebrate all the Immunity Challenges I'm going to win for my tribe.
Which Survivor contestant are you most like? Ozzy and Malcolm. I'm just another lovable guy!
What's your reason for being on Survivor? I think playing Survivor would be the most satisfying accomplishment and winning would be even more satisfying! I have this itch to play the game that just needs to be scratched!
Why do you think you'll ""survive"" Survivor? When everyone is too busy either loving me or underestimating me, I am going to be picking them off one by one until I am the Sole Survivor! Every single Immunity Challenge is mine. I will have everyone's vote at the end because they all will love me so much.[3]

"
/wiki/Ryan_Ulrich,Ryan Ulrich,Survivor: Heroes vs. Healers vs. Hustlers,"September 8, 1993 (1993-09-08) (age 30)[1]","North Arlington, New Jersey",Bellhop,"
Age: 23
Hometown: North Arlington, N.J.
Current Residence: North Arlington, N.J.
Occupation: Bellhop
Hobbies: Watching sports, karaoke, and playing harmonica.
Pet peeves: Smoking, political correctness, and people who lack passion.
Three words to describe you: Witty, ambitious, and approachable.
What's your personal claim to fame? I've worked a lot of jobs, but I am most proud of my internships with both houses of Congress, and the British Consulate. I also aspire to attend law school.
Who or what is your inspiration in life? New York Giants quarterback Eli Manning is my inspiration in life. His toughness is admirable, as he has never missed a game in his entire NFL career. He has a humble demeanor, and always takes responsibility if the team loses. Even though he has won two Super Bowls, he is continually critiqued, yet always acts with grace and humility. Eli has honestly provided me with some of the best moments of my life, so take that for what it's worth.
If you could have three things on the island, what would they be and why? First I would bring a sports visor which will block out the sun as well as allow the top of my head to get an Island breeze, a McDonald's Shamrock Shake because they are seasonal so any opportunity I have to get one, I have to take, and a podium so I could give press conferences to pretend people care about what I have to say.
Which Survivor contestant are you most like? Todd Herzog, on Survivor: China, he had tremendous social skills and charisma; he was incredibly well-spoken and he was relatable enough to build bonds that lasted until the end. Similar to Todd, I think some of my abilities are underestimated by others.
What's your reason for being on Survivor? I love the game. I have wanted to play this game since I was six years old. It's much more than a game to me, it's a passion, I obsess over it. Life does not give you many opportunities to test yourself like Survivor is designed to.
Why do you think you'll ""survive"" Survivor? I feel like I can get along with a variety of different people because I have knowledge of different topics. Without question, I am there to win and I will use relationships to get to the end yet I will do it in a way that ensures I'm liked enough to get votes.[2]

"
/wiki/Chrissy_Hofbeck,Chrissy Hofbeck,Survivor: Heroes vs. Healers vs. Hustlers,"March 9, 1971 (1971-03-09) (age 52)[1]","Lebanon Township, New Jersey",Actuary,"
Age: 46
Hometown: Bernardsville, N.J.
Current Residence: Lebanon Township, N.J.
Occupation: Actuary
Hobbies: Adventure travel, any kind of puzzle, and cheering on my kids at their sports and activities.
Pet peeves: When someone doesn't hold a fork correctly and eats like a caveman.
Three words to describe you: Mushy, happy, and efficient.
What's your personal claim to fame? I've traveled through all seven continents! I'm proud of having graduated from Penn (as a math major!) and MIT. And mostly, I'm really proud of the three incredible humans that my husband and I have raised.
Who or what is your inspiration in life? My husband and my children - they are just amazing in every way. Anyone who is afraid but goes for it anyway. Women in math.
If you could have three things on the island, what would they be and why? A photo of my family since they'd get me through the super tough days, a blanket because I hate being cold, and tweezers.
Which Survivor contestant are you most like? Probably Tai Trang. He falls in love with everyone but gets cut-throat when he needs to. Or Spencer Bledsoe, who never gives up or stops looking for cracks.
What's your reason for being on Survivor? The adventure! But it's an adventure with a goal, and I am a super competitive, Type A overachiever. I will win!
Why do you think you'll ""survive"" Survivor? I am smart, lovable, and driven, and people like to help me, a combination that has led to great success. I get along with everyone, work hard, and always think ""I can do it!""[4]

"
/wiki/Ben_Driebergen,Ben Driebergen,Survivor: Heroes vs. Healers vs. Hustlers,"January 1, 1983 (1983-01-01) (age 41)[1]","Boise, Idaho",Marine;Real Estate/Stay-at-home Dad,"


Age: 34
Hometown: Boise, Id.
Current Residence: Boise, Id.
Occupation: Marine
Hobbies: Circle track car racing, building and shooting guns, and camping with my family.
Pet peeves: Whining.
Three words to describe you: Hilarious, strong-willed, and motivated.
What's your personal claim to fame? Being a good dad and husband.
Who or what is your inspiration in life? Michael Blake Wafford because he gave his life for our country. We were together in Iraq and we were a team.
If you could have three things on the island, what would they be and why? My cowboy hat, my boots, and my running shoes.
Which Survivor contestant are you most like? I'm a mix of Russell Hantz, Boston Rob, and Joe Anglim. I'm a little conniving and manipulative like Russell, have the determination and confidence of Boston Rob, and the athletic ability of Joe.
What's your reason for being on Survivor? Winning a million dollars and being on an island and living with nothing.

Why do you think you'll ""survive"" Survivor? Because I have survived and overcome so many situations and met so many different people with different personalities. My social game is on point and my leadership and survival skills have been tried, tested, and proven.[2]
"
/wiki/Stephanie_Gonzalez,Stephanie Gonzalez,Survivor: Ghost Island,"April 22, 1991 (1991-04-22) (age 32)[1]","Ocala, Florida",Graphic Sales,"
Age: 26
Hometown: Aguada, Puerto Rico
Current residence: Ocala, Florida
Occupation: Graphic Sales
Hobbies: Paintball, working out, running, free diving, snorkeling, being in nature, anything involving the ocean, and I LOVE race/stunt cars drag race. Yes I'm a little bit of a tom boy and not at all ashamed.
Pet peeves: Complainers! People who feel entitled to everything without working for it. Also, annoying laughs, arrogant men, racism, bullies, and pretty boys.
Three words to describe you: Outspoken, strong-willed, and strategic.
What's your personal claim to fame? I was promoted to Senior Surgery Technician after only one year of long hours and sleepless nights of on call emergency surgeries. Meanwhile I was taking care of 14 foaling babies (horses) at home in exchange for rent.
Who or what is your inspiration in life? Not to be the cliché but my mother, reasons being I would not be here if she decided to abort (which was highly recommended by her doctors due to health issues when pregnant with me), thanks for rebelling Mom! I am grateful for the woman she is and instilling in me the fighter I've become. She recently overcame skin cancer with a smile on her face. She's had to work hard and reconstruct her life after some health issues and losing close family members. She is a genuinely kind, graceful woman with fire in her heart. She works with handicapped children which has been a dream of hers. She reminds me I have a bigger purpose in life. I've always really appreciated her strong support in my way of thinking and encouraged me to keep being an extraordinary human being. In other words, having a strong personality and being weird is cool in her book. That normal is boring and with that, normal woman rarely go down in history. To always do everything in life wholeheartedly. It's an ""all or nothing"" kind of life in my mom's eyes. I couldn't agree more with that woman.
If you could have three things on the island, what would they be and why? A small plush panda teddy bear my mom gave me. It's special because she calls it my guardian angel. It really is the little things in life. A small bottle of my dad's cologne. He is the one who always pushes me to do better than the best, to be tougher. Being able to smell his cologne will feel like he is right next to me talking words of wisdom and encouragement. I was always a daddy's girl, and most importantly I have this bracelet that says ""ONE MILLION WIN"" (cause Sole Survivor would be a bit too cheesy even for me). It's gold on black strings and it serves as my reminder of how bad I need to win Sole Survivor. I never take it off.
Which Survivor contestant are you most like? I would play like a combination of people. First would be Tony Vlachos who actually goes out and hunts for idols when no one's paying attention. Next would be to play challenges like challenge beast Kelly Wiglesworth. I'm also going to go for a nice little four win streak. Also, Brenda Lowe who can't help but be expressive, kind but is a total badass in challenges, and finally, Sandra who I can identify with socially in her sassy attitude and manipulative ways.
What's your reason for being on Survivor? One million dollars is a huge motivating factor for me. The bragging right of forever being a legendary Sole Survivor and being 1 of 16 women to win will be nothing short of amazing, but a million dollars is life changing! It would give me the freedom to be able to have a home and not continue to move from crappy apartment to crappy apartment. It would allow me to pursue investing and financial growth which I can turn into my lifelong goal of living a philanthropic life.
Why do you think you'll ""survive"" Survivor? Because of my hell-bent determination and strong will to win. I put my heart into everything I do. I wanted to go to school, so I worked three jobs to pay for it, along with 1,000 hours of internships to graduate. In business I wanted to help my brother and we grew the business from one store to three stores. I know in my heart that I can win. I welcome all challenges with open arms and can read people really well. Socially, it'll be fun to test waters on how diverse I can be in order to really connect with people. After all, I have to cater to people's personalities so they'll feel comfortable doing what I need. Once my heart is set I will stop at nothing until I've achieved my goal even through blood, sweat, and tears. I've studied Survivor well enough to understand how to manipulate the numbers, play idols how they should be played and hustle the social game. I will go into this with focus, agility, and perseverance.[2]

"
